2	0	0	No Answer
2	0	1	Black
2	0	2	White
2	0	3	Male
2	0	4	Female
2	0	5	Battle
2	0	6	Trade
2	0	7	The City
2	0	8	The Country
2	0	9	Smart
2	0	10	Athletic
2	0	11	Time
2	0	12	Money
2	0	13	Appearance
2	0	14	Substance
2	0	15	Cool
2	0	16	Cute
2	0	17	Strange
2	0	18	Tepig
2	0	19	Oshawott
2	0	20	Snivy
2	0	21	The Beach
2	0	22	A River
2	0	23	The Mountains
2	0	24	Classes
2	0	25	Breaks
2	0	26	Lunch
2	0	27	Family
2	0	28	Friends
2	0	29	Self
2	0	30	Spring
2	0	31	Summer
2	0	32	Autumn
2	0	33	Winter
2	0	34	Sweet
2	0	35	Spicy
2	0	36	Sour
2	0	37	Bitter
2	0	38	Fun
2	0	39	Cool
2	0	40	Kind
2	0	41	Rich
2	0	42	Battles
2	0	43	Collecting
2	0	44	The Story
2	0	45	Pokémon
2	0	46	English
2	0	47	Math
2	0	48	Science
2	0	49	Social Studies
2	0	50	English
2	0	51	Math
2	0	52	Science
2	0	53	Social Studies
2	0	54	Trainer
2	0	55	Professor
2	0	56	Team Plasma
2	0	57	Pokémon
2	0	58	Play Outside
2	0	59	Shopping
2	0	60	Reading
2	0	61	Video Games
2	0	62	Sleeping Late
2	0	63	Pop
2	0	64	Rock
2	0	65	Jazz
2	0	66	Rap
2	0	67	Classical
2	0	68	News
2	0	69	Drama
2	0	70	Comedy
2	0	71	Sports
2	0	72	Cartoons
2	0	73	Action
2	0	74	Sci-Fi
2	0	75	Romance
2	0	76	Suspense
2	0	77	Comedy
2	0	78	Horror
2	0	79	Baseball
2	0	80	Soccer
2	0	81	Basketball
2	0	82	Football
2	0	83	Hockey
2	0	84	Martial Arts
2	0	85	Red
2	0	86	Green
2	0	87	Blue
2	0	88	Yellow
2	0	89	White
2	0	90	Black
2	0	91	Exercising
2	0	92	Reading
2	0	93	Music
2	0	94	Movies
2	0	95	Traveling
2	0	96	Cooking
2	0	97	Fishing
2	0	98	Video Games
2	0	99	Student
2	0	100	Office Worker
2	0	101	Creator
2	0	102	Self-Employed
2	0	103	Public Official
2	0	104	Homemaker
2	0	105	Artist
2	0	106	Job-Hopper
2	0	107	Chili
2	0	108	Cilan
2	0	109	Cress
2	0	110	Lenora
2	0	111	Burgh
2	0	112	Elesa
2	0	113	Clay
2	0	114	Skyla
2	0	115	Brycen
2	0	116	Iris
2	0	117	Drayden
2	0	118	Normal
2	0	119	Fire
2	0	120	Water
2	0	121	Electric
2	0	122	Grass
2	0	123	Ice
2	0	124	Fighting
2	0	125	Poison
2	0	126	Ground
2	0	127	Flying
2	0	128	Psychic
2	0	129	Bug
2	0	130	Rock
2	0	131	Ghost
2	0	132	Dragon
2	0	133	Dark
2	0	134	Steel
2	0	135	0-10 Hours
2	0	136	10-20 Hours
2	0	137	20-30 Hours
2	0	138	30-40 Hours
2	0	139	40-50 Hours
2	0	140	50-60 Hours
2	0	141	60-70 Hours
2	0	142	70-80 Hours
2	0	143	80-90 Hours
2	0	144	90-100 Hours
2	0	145	100+ Hours
2	1	0	Delete all saved data?
2	1	1	Once the saved data has been deleted,\nthere is no way to recover it.\n\nIs it really OK to delete\nall saved data?
2	1	2	Deleting all saved data...\nDon't turn off the power.
2	2	0	The save data could not be\naccessed.\n\nPlease turn the power off and\nreinsert the Game Card.
2	2	1	The save data could not be\naccessed.\n\nPlease turn the power off and\nreinsert the Game Card.
2	2	2	The save data could not be accessed.\n\nPlease turn off the power \nand reinsert the DS Card.
2	3	0	USE
2	3	1	TRASH
2	3	2	REGISTER
2	3	3	GIVE
2	3	5	CONFIRM
2	3	6	WALK
2	3	8	CANCEL
2	3	16	CHECK
2	3	18	DESELECT
2	3	43	{00} is selected.
2	3	47	The {00} can't be held.
2	3	53	Throw away how many\n{00}?
2	3	54	Threw away {01} {00}.
2	3	55	Is it OK to throw away\n{01} {00}?
2	3	56	Juniper's words echoed...\n{00}! There's a time and\n\nplace for everything! But not now.
2	3	57	You can't dismount your Bike here.
2	3	58	Juniper's words echoed...\n{00}! There's a time and\n\nplace for everything! But not now.
2	3	60	Booted up a TM.
2	3	61	Booted up an HM.
2	3	62	It contained\n{00}.\n\nTeach {00}\nto a Pokémon?
2	3	63	{00} used the\n{01}.
2	3	64	Since a Repel's effects still linger,\nyou can't use this now.
2	3	69	No. {00}　{01}
2	3	71	Hidden {00}　{01}
