1;0;1;Bulbasaur;false;true
2;0;2;Ivysaur;false;true
3;0;3;Venusaur;false;true
4;0;4;Charmander;false;true
4;1;4;Charmander;true;true
5;0;5;Charmeleon;false;true
5;1;5;Charmeleon;true;true
6;0;6;Charizard;false;true
6;1;6;Charizard;true;true
7;0;7;Squirtle;false;true
8;0;8;Wartortle;false;true
9;0;9;Blastoise;false;true
10;0;10;Caterpie;false;true
11;0;11;Metapod;false;true
12;0;12;Butterfree;false;true
13;0;13;Weedle;false;true
14;0;14;Kakuna;false;true
15;0;15;Beedrill;false;true
16;0;16;Pidgey;false;true
17;0;17;Pidgeotto;false;true
18;0;18;Pidgeot;false;true
19;0;19;Rattata;false;true
20;0;20;Raticate;false;true
21;0;21;Spearow;false;true
22;0;22;Fearow;false;true
23;0;23;Ekans;false;true
24;0;24;Arbok;false;true
25;0;25;Pikachu;false;true
26;0;26;Raichu;false;true
27;0;27;Sandshrew;false;true
28;0;28;Sandslash;false;true
29;0;29;Nidoran♀;false;true
30;0;30;Nidorina;false;true
31;0;31;Nidoqueen;false;true
32;0;32;Nidoran♂;false;true
33;0;33;Nidorino;false;true
34;0;34;Nidoking;false;true
35;0;35;Clefairy;false;true
36;0;36;Clefable;false;true
37;0;37;Vulpix;false;true
38;0;38;Ninetales;false;true
39;0;39;Jigglypuff;false;true
40;0;40;Wigglytuff;false;true
41;0;41;Zubat;false;true
42;0;42;Golbat;false;true
43;0;43;Oddish;false;true
44;0;44;Gloom;false;true
45;0;45;Vileplume;false;true
46;0;46;Paras;false;true
47;0;47;Parasect;false;true
48;0;48;Venonat;false;true
49;0;49;Venomoth;false;true
50;0;50;Diglett;false;true
51;0;51;Dugtrio;false;true
52;0;52;Meowth;false;true
53;0;53;Persian;false;true
54;0;54;Psyduck;false;true
55;0;55;Golduck;false;true
56;0;56;Mankey;false;true
57;0;57;Primeape;false;true
58;0;58;Growlithe;false;true
59;0;59;Arcanine;false;true
60;0;60;Poliwag;false;true
61;0;61;Poliwhirl;false;true
62;0;62;Poliwrath;false;true
63;0;63;Abra;false;true
64;0;64;Kadabra;false;true
65;0;65;Alakazam;false;true
66;0;66;Machop;false;true
67;0;67;Machoke;false;true
68;0;68;Machamp;false;true
69;0;69;Bellsprout;false;true
70;0;70;Weepinbell;false;true
71;0;71;Victreebel;false;true
72;0;72;Tentacool;false;true
73;0;73;Tentacruel;false;true
74;0;74;Geodude;false;true
75;0;75;Graveler;false;true
76;0;76;Golem;false;true
77;0;77;Ponyta;false;true
78;0;78;Rapidash;false;true
79;0;79;Slowpoke;false;true
