12;0;5222;SilverPowder
15;0;5245;Poison Barb
19;0;5200;Chilan Berry
20;0;5200;Chilan Berry
20;1;5155;Oran Berry
21;0;5244;Sharp Beak
22;0;5244;Sharp Beak
24;0;5245;Poison Barb
24;1;5295;Shed Shell
25;0;5236;Light Ball
25;1;5155;Oran Berry
26;0;5155;Oran Berry
27;0;5286;Grip Claw
27;1;5217;Quick Claw
28;0;5286;Grip Claw
28;1;5217;Quick Claw
28;2;5237;Soft Sand
35;0;5081;Moon Stone
35;1;5583;Comet Shard
36;0;5081;Moon Stone
36;1;5583;Comet Shard
37;0;5249;Charcoal
37;1;5152;Rawst Berry
38;0;5249;Charcoal
38;1;5152;Rawst Berry
39;0;5155;Oran Berry
39;1;5081;Moon Stone
43;0;5545;Absorb Bulb
44;0;5545;Absorb Bulb
45;0;5545;Absorb Bulb
46;0;5086;TinyMushroom
46;1;5087;Big Mushroom
47;0;5086;TinyMushroom
47;1;5087;Big Mushroom
49;0;5222;SilverPowder
49;1;5295;Shed Shell
50;0;5237;Soft Sand
50;1;5035;Energy Root
51;0;5237;Soft Sand
51;1;5035;Energy Root
52;0;5217;Quick Claw
52;1;5223;Amulet Coin
53;0;5217;Quick Claw
56;0;5193;Payapa Berry
57;0;5193;Payapa Berry
58;0;5152;Rawst Berry
59;0;5152;Rawst Berry
61;0;5221;King's Rock
62;0;5221;King's Rock
63;0;5248;TwistedSpoon
64;0;5248;TwistedSpoon
65;0;5248;TwistedSpoon
66;0;5230;Focus Band
67;0;5230;Focus Band
68;0;5230;Focus Band
69;0;5296;Big Root
70;0;5296;Big Root
71;0;5296;Big Root
72;0;5245;Poison Barb
73;0;5245;Poison Barb
74;0;5229;Everstone
74;1;5238;Hard Stone
75;0;5229;Everstone
75;1;5238;Hard Stone
76;0;5229;Everstone
76;1;5238;Hard Stone
77;0;5191;Shuca Berry
78;0;5191;Shuca Berry
79;0;5279;Lagging Tail
79;1;5221;King's Rock
80;0;5221;King's Rock
80;1;5279;Lagging Tail
81;0;5233;Metal Coat
81;1;5242;Magnet
82;0;5233;Metal Coat
82;1;5242;Magnet
83;0;5259;Stick
84;0;5244;Sharp Beak
85;0;5244;Sharp Beak
86;0;5153;Aspear Berry
87;0;5246;NeverMeltIce
87;1;5153;Aspear Berry
88;0;5092;Nugget
88;1;5281;Black Sludge
89;0;5092;Nugget
89;1;5281;Black Sludge
89;2;5272;Toxic Orb
90;0;5088;Pearl
90;1;5089;Big Pearl
91;0;5088;Pearl
91;1;5089;Big Pearl
93;0;5247;Spell Tag
94;0;5247;Spell Tag
95;0;5238;Hard Stone
95;1;5279;Lagging Tail
95;2;5233;Metal Coat
104;0;5258;Thick Club
104;1;5106;Rare Bone
105;0;5258;Thick Club
105;1;5106;Rare Bone
108;0;5279;Lagging Tail
109;0;5228;Smoke Ball
110;0;5228;Smoke Ball
111;0;5321;Protector
112;0;5321;Protector
113;0;5231;Lucky Egg
113;1;5110;Oval Stone
113;2;5256;Lucky Punch
116;0;5235;Dragon Scale
117;0;5235;Dragon Scale
118;0;5243;Mystic Water
119;0;5243;Mystic Water
120;0;5090;Stardust
120;1;5091;Star Piece
121;0;5090;Stardust
121;1;5091;Star Piece
124;0;5153;Aspear Berry
125;0;5322;Electirizer
126;0;5152;Rawst Berry
126;1;5323;Magmarizer
131;0;5243;Mystic Water
132;0;5274;Quick Powder
132;1;5257;Metal Powder
143;0;5234;Leftovers
143;1;5150;Chesto Berry
147;0;5235;Dragon Scale
148;0;5235;Dragon Scale
148;1;5250;Dragon Fang
149;0;5235;Dragon Scale
149;1;5250;Dragon Fang
161;0;5155;Oran Berry
162;0;5155;Oran Berry
170;0;5074;Yellow Shard
170;1;5227;DeepSeaScale
171;0;5074;Yellow Shard
171;1;5227;DeepSeaScale
172;0;5155;Oran Berry
173;0;5081;Moon Stone
173;1;5583;Comet Shard
174;0;5155;Oran Berry
175;0;5107;Shiny Stone
176;0;5107;Shiny Stone
182;0;5545;Absorb Bulb
186;0;5221;King's Rock
191;0;5080;Sun Stone
191;1;5192;Coba Berry
192;0;5192;Coba Berry
193;0;5265;Wide Lens
198;0;5108;Dusk Stone
199;0;5221;King's Rock
200;0;5247;Spell Tag
200;1;5108;Dusk Stone
203;0;5156;Persim Berry
207;0;5327;Razor Fang
208;0;5233;Metal Coat
208;1;5279;Lagging Tail
211;0;5245;Poison Barb
213;0;5043;Berry Juice
213;1;5155;Oran Berry
215;0;5286;Grip Claw
215;1;5326;Razor Claw
215;2;5217;Quick Claw
216;0;5155;Oran Berry
217;0;5155;Oran Berry
220;0;5153;Aspear Berry
221;0;5246;NeverMeltIce
221;1;5153;Aspear Berry
222;0;5072;Red Shard
222;1;5238;Hard Stone
227;0;5233;Metal Coat
227;1;5244;Sharp Beak
230;0;5235;Dragon Scale
231;0;5185;Passho Berry
232;0;5185;Passho Berry
233;0;5252;Up-Grade
238;0;5153;Aspear Berry
239;0;5322;Electirizer
240;0;5152;Rawst Berry
240;1;5323;Magmarizer
241;0;5033;Moomoo Milk
242;0;5231;Lucky Egg
242;1;5110;Oval Stone
246;0;5283;Smooth Rock
247;0;5283;Smooth Rock
248;0;5283;Smooth Rock
261;0;5151;Pecha Berry
262;0;5151;Pecha Berry
263;0;5155;Oran Berry
263;1;5017;Potion
263;2;5026;Super Potion
264;0;5155;Oran Berry
264;1;5017;Potion
264;2;5026;Super Potion
265;0;5151;Pecha Berry
265;1;5213;BrightPowder
267;0;5295;Shed Shell
267;1;5222;SilverPowder
269;0;5295;Shed Shell
269;1;5222;SilverPowder
270;0;5219;Mental Herb
271;0;5219;Mental Herb
272;0;5219;Mental Herb
273;0;5271;Power Herb
274;0;5271;Power Herb
275;0;5271;Power Herb
276;0;5195;Charti Berry
277;0;5195;Charti Berry
278;0;5571;Pretty Wing
278;1;5285;Damp Rock
279;0;5571;Pretty Wing
279;1;5285;Damp Rock
279;2;1193;Lucky Egg (Small)
280;0;5109;Dawn Stone
280;1;5280;Destiny Knot
281;0;5109;Dawn Stone
281;1;5280;Destiny Knot
282;0;5280;Destiny Knot
283;0;5094;Honey
284;0;5222;SilverPowder
285;0;5086;TinyMushroom
285;1;5087;Big Mushroom
285;2;5190;Kebia Berry
285;3;5580;BalmMushroom
286;0;5086;TinyMushroom
286;1;5087;Big Mushroom
286;2;5190;Kebia Berry
286;3;5580;BalmMushroom
290;0;5237;Soft Sand
293;0;5150;Chesto Berry
294;0;5150;Chesto Berry
295;0;5150;Chesto Berry
296;0;5241;Black Belt
297;0;5221;King's Rock
299;0;5238;Hard Stone
299;1;5242;Magnet
299;2;5539;Float Stone
300;0;5151;Pecha Berry
301;0;5151;Pecha Berry
302;0;5265;Wide Lens
303;0;5278;Iron Ball
303;1;5184;Occa Berry
304;0;5238;Hard Stone
305;0;5238;Hard Stone
306;0;5238;Hard Stone
311;0;5546;Cell Battery
312;0;5546;Cell Battery
313;0;5213;BrightPowder
314;0;5213;BrightPowder
315;0;5245;Poison Barb
315;1;5107;Shiny Stone
315;2;5545;Absorb Bulb
316;0;5089;Big Pearl
316;1;5155;Oran Berry
317;0;5089;Big Pearl
317;1;5155;Oran Berry
318;0;5226;DeepSeaTooth
319;0;5226;DeepSeaTooth
322;0;5152;Rawst Berry
323;0;5152;Rawst Berry
324;0;5249;Charcoal
324;1;5284;Heat Rock
325;0;5156;Persim Berry
325;1;5194;Tanga Berry
326;0;5156;Persim Berry
326;1;5194;Tanga Berry
327;0;5150;Chesto Berry
328;0;5237;Soft Sand
331;0;5288;Sticky Barb
331;1;5245;Poison Barb
332;0;5288;Sticky Barb
332;1;5245;Poison Barb
335;0;5217;Quick Claw
335;1;5326;Razor Claw
336;0;5295;Shed Shell
336;1;5327;Razor Fang
336;2;5156;Persim Berry
337;0;5081;Moon Stone
337;1;5090;Stardust
337;2;5583;Comet Shard
338;0;5080;Sun Stone
338;1;5090;Stardust
338;2;5583;Comet Shard
343;0;5269;Light Clay
344;0;5269;Light Clay
345;0;5296;Big Root
346;0;5296;Big Root
351;0;5243;Mystic Water
353;0;5247;Spell Tag
354;0;5247;Spell Tag
355;0;5325;Reaper Cloth
355;1;5247;Spell Tag
355;2;5196;Kasib Berry
356;0;5325;Reaper Cloth
356;1;5247;Spell Tag
356;2;5196;Kasib Berry
358;0;5224;Cleanse Tag
358;1;5218;Soothe Bell
358;2;5198;Colbur Berry
359;0;5270;Life Orb
361;0;5109;Dawn Stone
361;1;5199;Babiri Berry
362;0;5246;NeverMeltIce
362;1;5199;Babiri Berry
366;0;5073;Blue Shard
366;1;5088;Pearl
367;0;5073;Blue Shard
367;1;5226;DeepSeaTooth
368;0;5073;Blue Shard
368;1;5227;DeepSeaScale
369;0;5075;Green Shard
369;1;5227;DeepSeaScale
370;0;5093;Heart Scale
371;0;5235;Dragon Scale
371;1;5250;Dragon Fang
372;0;5235;Dragon Scale
372;1;5250;Dragon Fang
373;0;5235;Dragon Scale
373;1;5250;Dragon Fang
374;0;5233;Metal Coat
375;0;5233;Metal Coat
376;0;5233;Metal Coat
396;0;5188;Yache Berry
397;0;5188;Yache Berry
398;0;5188;Yache Berry
400;0;5155;Oran Berry
401;0;5277;Metronome
402;0;5277;Metronome
406;0;5245;Poison Barb
406;1;5107;Shiny Stone
407;0;5245;Poison Barb
407;1;5545;Absorb Bulb
407;2;5107;Shiny Stone
413;0;5222;SilverPowder
414;0;5222;SilverPowder
415;0;5094;Honey
416;0;5245;Poison Barb
418;0;5186;Wacan Berry
419;0;5186;Wacan Berry
420;0;5239;Miracle Seed
421;0;5239;Miracle Seed
426;0;5541;Air Balloon
427;0;5151;Pecha Berry
427;1;5189;Chople Berry
428;0;5151;Pecha Berry
428;1;5189;Chople Berry
429;0;5247;Spell Tag
431;0;5149;Cheri Berry
432;0;5149;Cheri Berry
433;0;5224;Cleanse Tag
433;1;5218;Soothe Bell
433;2;5198;Colbur Berry
434;0;5151;Pecha Berry
435;0;5151;Pecha Berry
436;0;5233;Metal Coat
437;0;5233;Metal Coat
440;0;5110;Oval Stone
440;1;5231;Lucky Egg
441;0;5277;Metronome
442;0;5228;Smoke Ball
443;0;5197;Haban Berry
444;0;5197;Haban Berry
445;0;5197;Haban Berry
446;0;5234;Leftovers
449;0;5283;Smooth Rock
450;0;5283;Smooth Rock
451;0;5245;Poison Barb
452;0;5245;Poison Barb
453;0;5281;Black Sludge
454;0;5281;Black Sludge
456;0;5187;Rindo Berry
457;0;5187;Rindo Berry
459;0;5246;NeverMeltIce
459;1;5282;Icy Rock
460;0;5246;NeverMeltIce
460;1;5282;Icy Rock
461;0;5286;Grip Claw
461;1;5217;Quick Claw
461;2;5326;Razor Claw
462;0;5233;Metal Coat
462;1;5242;Magnet
463;0;5279;Lagging Tail
464;0;5321;Protector
466;0;5322;Electirizer
467;0;5152;Rawst Berry
467;1;5323;Magmarizer
469;0;5265;Wide Lens
472;0;5327;Razor Fang
473;0;5246;NeverMeltIce
473;1;5153;Aspear Berry
474;0;5324;Dubious Disc
475;0;5280;Destiny Knot
476;0;5238;Hard Stone
476;1;5242;Magnet
476;2;5539;Float Stone
477;0;5247;Spell Tag
477;1;5325;Reaper Cloth
477;2;5196;Kasib Berry
478;0;5199;Babiri Berry
511;0;5155;Oran Berry
511;1;5184;Occa Berry
512;0;5155;Oran Berry
512;1;5184;Occa Berry
513;0;5155;Oran Berry
513;1;5185;Passho Berry
514;0;5155;Oran Berry
514;1;5185;Passho Berry
515;0;5155;Oran Berry
515;1;5187;Rindo Berry
516;0;5155;Oran Berry
516;1;5187;Rindo Berry
522;0;5149;Cheri Berry
523;0;5149;Cheri Berry
524;0;5229;Everstone
524;1;5238;Hard Stone
525;0;5229;Everstone
525;1;5238;Hard Stone
526;0;5229;Everstone
526;1;5238;Hard Stone
529;0;5035;Energy Root
530;0;5035;Energy Root
531;0;5155;Oran Berry
535;0;5156;Persim Berry
535;1;5151;Pecha Berry
536;0;5156;Persim Berry
536;1;5151;Pecha Berry
537;0;5156;Persim Berry
537;1;5151;Pecha Berry
538;0;5241;Black Belt
538;1;5268;Expert Belt
539;0;5241;Black Belt
539;1;5268;Expert Belt
540;0;5219;Mental Herb
541;0;5219;Mental Herb
542;0;5219;Mental Herb
543;0;5245;Poison Barb
543;1;5151;Pecha Berry
544;0;5245;Poison Barb
544;1;5151;Pecha Berry
545;0;5245;Poison Barb
545;1;5151;Pecha Berry
546;0;5545;Absorb Bulb
547;0;5545;Absorb Bulb
548;0;5545;Absorb Bulb
549;0;5545;Absorb Bulb
550;0;5226;DeepSeaTooth
551;0;5240;BlackGlasses
552;0;5240;BlackGlasses
553;0;5240;BlackGlasses
554;0;5152;Rawst Berry
555;0;5152;Rawst Berry
556;0;5239;Miracle Seed
557;0;5238;Hard Stone
557;1;5106;Rare Bone
558;0;5238;Hard Stone
558;1;5106;Rare Bone
559;0;5295;Shed Shell
560;0;5295;Shed Shell
562;0;5247;Spell Tag
563;0;5247;Spell Tag
568;0;5281;Black Sludge
568;1;5251;Silk Scarf
568;2;5092;Nugget
569;0;5281;Black Sludge
569;1;5251;Silk Scarf
569;2;5092;Nugget
569;3;5581;Big Nugget
572;0;5107;Shiny Stone
572;1;5150;Chesto Berry
