FOREHEAD|0|-1|16|1|flow
FOREHEAD|1|-1|16|1|side parting
FOREHEAD|2|-1|16|1|simple
FOREHEAD|3|-1|16|1|smooth
FOREHEAD|4|-1|0|1|yellow
HAT|0|2256|4|1|Ocean Bandana
HAT|1|2257|20|1|Backwards Cap
HAT|2|2258|20|1|Bandana
HAT|3|2259|28|1|Beanie
HAT|4|2260|20|1|Beret
HAT|5|2261|20|1|Swimming Cap
HAT|6|2262|4|1|Blue Turtle
HAT|7|2263|20|1|Boater
HAT|8|2264|20|1|Bow
HAT|9|2265|20|1|Derby
HAT|10|2266|12|1|Veil
HAT|11|2267|20|1|Cap
HAT|12|2268|4|1|Chef Hat
HAT|13|2269|12|1|Santa Hat
HAT|14|2270|20|1|Visor Cap
HAT|15|2271|20|1|Classic Cap
HAT|16|2272|20|1|Cowboy Hat
HAT|17|2273|12|1|Elf Hat
HAT|18|2274|20|1|Explorer's Hat
HAT|19|2275|20|1|Fedora
HAT|20|2276|20|1|Fez
HAT|21|2277|20|1|Flat Cap
HAT|22|2278|20|1|Mirror Goggles
HAT|23|2279|20|1|Hairband
HAT|24|2280|20|1|Headphones
HAT|25|2281|28|1|Fighter's Headband
HAT|26|2282|20|1|Guardian Hat
HAT|27|2283|20|1|Hood
HAT|28|2284|4|1|Black Kitty Ears
HAT|29|2285|12|1|Knight Helmet
HAT|30|2286|12|1|Kyu Hat
HAT|31|2287|4|1|Lava Hood
HAT|32|2288|20|1|Ninja Mask
HAT|33|2289|4|1|Nurse Hat
HAT|34|2290|4|1|Pink Kitty Ears
HAT|35|2291|4|1|Liberty Hood
HAT|36|2292|4|1|Pointed Yellow Ears
HAT|37|2293|20|1|Pointed Hat
HAT|38|2294|20|1|Newsboy Cap
HAT|39|2295|4|1|R Cap
HAT|40|2296|20|1|Peaked Cap
HAT|41|2297|20|1|Chunky Beret
HAT|42|2298|20|1|Stripy Cap
HAT|43|2299|20|1|Backwards Stripy Cap
HAT|44|2300|4|1|Teddy Ears
HAT|45|2301|20|1|Top Hat
HAT|46|2302|20|1|Tricorne
HAT|47|2303|20|1|Viking Helmet
HAT|48|2304|4|1|Big Straw Hat
HAT|49|2305|4|1|Bunny Ears
HAT|50|2306|20|1|Two Tone Cap
HAT|51|2307|4|1|Floppy Bunny Ears
HAT|52|2308|12|1|Get Out Hat
HAT|53|2309|20|1|Horns
HAT|54|2310|516|1|Halo
HAT|55|2311|4|1|Candy Horns
HAT|56|2312|20|1|Sunglasses & Cap
HAT|57|2313|20|1|Sunglasses & Boater
HAT|58|2314|4|1|Fennec Fox Ears
HAT|59|2315|4|1|Blue Frog Hat
HAT|60|2316|4|1|Chestnut Hat
HAT|61|2317|4|1|White Kitty Ears
HAT|62|2318|20|1|Motorcycle Helmet
HAT|63|2319|4|1|Green Motorcycle Helmet
HAT|64|2320|4|1|Party Hat
HAT|65|2321|4|1|Camping Hat
HAT|66|2322|4|1|Cloud Nest Hat
HAT|67|2323|4|1|Conical
HAT|68|2324|20|1|Watch Cap
HAT|69|2325|20|1|Straw Hat
HAT|70|2326|12|1|Jester Hat
HAT|71|2327|4|1|Green Breeder's Bandana
HAT|72|2328|524|3|Blue Flaming Skull Mask
HAT|73|2329|4|1|Dragon Antlers
HAT|74|2330|20|1|Cyber Helmet
HAT|75|2331|20|1|Side-Tie Bandana
HAT|76|2332|20|1|Sweatband
HAT|77|2333|4|1|Wyrm Worm
HAT|78|2334|4|1|Bug Catcher's Hat
HAT|79|2335|4|1|Emerald Knit Hat
HAT|80|2336|524|3|Orange Flaming Skull Mask
HAT|81|2337|4|1|Horse Head
HAT|82|2338|4|1|Pillar of Hats
HAT|84|2340|20|1|Bobble Hat
HAT|85|2341|4|1|Reindeer Antlers
HAT|86|2342|4|1|Bird Nest Hat
HAIR|0|2512|20|1|Default Hair
HAIR|1|2513|20|1|Afro
HAIR|4|-1|18|1|Bun
HAIR|5|2517|21|1|Sideswept
HAIR|6|-1|17|1|Crew Cut
HAIR|7|-1|17|1|Curtains
HAIR|9|2521|4|1|Disco Afro
HAIR|11|-1|26|1|Feathered
HAIR|12|-1|17|1|Flat Top
HAIR|13|-1|17|1|Butch
HAIR|14|2526|20|1|Faux Hawk
HAIR|15|-1|18|1|Wavy
HAIR|17|-1|17|1|Mohawk
HAIR|19|-1|26|1|Odango & Pigtails
HAIR|20|-1|26|1|Pigtails
HAIR|21|-1|26|1|Ponytail
HAIR|22|-1|26|1|Low Pigtails
HAIR|23|2535|20|1|Scene
HAIR|24|-1|17|1|Shaggy
HAIR|26|-1|17|1|Brush Cut
HAIR|27|-1|17|1|Medium Perm
HAIR|28|-1|18|1|Bobbed
HAIR|30|-1|17|1|Spiky
HAIR|32|-1|26|1|Twintails
HAIR|34|-1|17|1|Graduation Cut
HAIR|35|-1|17|1|Windswept
HAIR|38|-1|1|1|Bald
HAIR|39|-1|17|1|Very Spiky
HAIR|42|2554|20|1|Electric Storm
EYES|0|-1|1024|1|Angry
EYES|1|-1|1024|1|Calm
EYES|2|-1|0|1|Grey
EYES|3|2771|4|1|Glasses
EYES|4|2772|4|1|Rock Star
EYES|5|2773|4|1|Sunglasses
EYES|8|2776|4|1|Swimming Goggles
FACIAL_HAIR|1|-1|17|1|Beard
FACIAL_HAIR|3|-1|17|1|Eyebrows & Beard
FACIAL_HAIR|4|-1|16|1|Eyebrows
FACIAL_HAIR|5|3029|21|1|Moustache
FACIAL_HAIR|7|3031|21|1|Eyebrows & Moustache
FACIAL_HAIR|12|-1|17|1|Pencil Moustache
FACIAL_HAIR|15|-1|17|1|Eyebrows & Pencil Moustache
BACK|0|3280|276|1|Angel Wings
BACK|1|3281|20|1|Backpack
BACK|2|3282|28|1|Cape
BACK|3|3283|276|1|Demon Wings
BACK|4|3284|276|1|Fairy Wings
BACK|5|3285|20|1|Shoulder Bag
BACK|6|3286|260|1|Scythe
BACK|7|3287|276|1|Butterfly Wings
BACK|8|3288|772|1|Ban Hammer
BACK|9|3289|772|1|Fancy Butterfly Wings
TOP|0|3536|20|1|Desu's Lab Coat (Colour)
TOP|1|3537|20|1|Overcoat
TOP|2|3538|16|1|Sleeveless Shirt
TOP|3|3539|16|1|T-Shirt
TOP|4|3540|20|1|Vest
TOP|5|3541|16|1|Long Sleeve Top
TOP|6|3542|4|1|yellow
TOP|7|3543|6148|1|Tuxedo
TOP|8|3544|6148|1|R Uniform
TOP|9|3545|2052|1|Zodiac Dragon Outfit
TOP|10|3546|6148|1|Santa Suit
TOP|11|3547|4|1|Desu's Lab Coat
GLOVES|1|3793|20|1|Gloves
FOOTWEAR|0|4048|16|1|Boots
FOOTWEAR|1|4049|16|1|Shoes
LEGGINGS|0|4304|16|1|Pants
LEGGINGS|1|4305|20|1|Shorts
LEGGINGS|2|4306|18|1|Skirt
FISHING_ROD|0|4560|0|1|Fishing Rod
BIKE|0|4816|0|1|Red Bicycle
BIKE|1|4817|4|1|Black Bicycle
BIKE|2|4818|4|1|Motorcycle
TOP|12|3548|6150|1|test1
EYES|9|2777|4|1|Red Contacts
EYES|10|-1|0|1|Blue
EYES|11|-1|0|1|Amber
EYES|12|2780|4|1|Amethyst Contacts
EYES|13|-1|0|1|Brown
EYES|14|-1|0|1|Green
EYES|15|-1|0|1|Hazel
EYES|16|2784|4|1|Violet Contacts
HAT|87|2343|16900|6|Jack-O-Lantern Mask
