0;????????
121;Orange Mail
122;Harbor Mail
123;Glitter Mail
124;Mech Mail
125;Wood Mail
126;Wave Mail
127;Bead Mail
128;Shadow Mail
129;Tropic Mail
130;Dream Mail
131;Fab Mail
132;Retro Mail
259;Mach Bike
260;Coin Case
261;Itemfinder
262;Old Rod
263;Good Rod
264;Super Rod
265;S.S. Ticket
266;Contest Pass
268;Wailmer Pail
269;Devon Goods
270;Soot Sack
271;Basement Key
272;Acro Bike
273;Pokéblock Case
274;Letter
275;Eon Ticket
276;Red Orb
277;Blue Orb
278;Scanner
279;Go-goggles
280;Meteorite
281;Rm. 1 Key
282;Rm. 2 Key
283;Rm. 4 Key
284;Rm. 6 Key
285;Storage Key
286;Root Fossil
287;Claw Fossil
288;Devon Scope
339;HM01
340;HM02
341;HM03
342;HM04
343;HM05
344;HM06
345;HM07
346;HM08
349;Oak'S Parcel
350;Poké Flute
351;Secret Key
352;Bike Voucher
353;Gold Teeth
354;Old Amber
355;Card Key
356;Lift Key
357;Helix Fossil
358;Dome Fossil
359;Silph Scope
360;Bicycle
361;Town Map
362;Vs Seeker
363;Fame Checker
364;Tm Case
365;Berry Pouch
366;Teachy Tv
367;Tri-pass
368;Rainbow Pass
369;Tea
370;Mysticticket
371;Auroraticket
372;Powder Jar
373;Ruby
374;Sapphire
375;Magma Emblem
376;Old Sea Map
1000;Training Link
1001;Name Change Contract
1002;Mystery Box
1003;Makeover Kit
1004;Team Name Change Plaque
1013;Root Fossil
1014;Claw Fossil
1015;Old Amber
1016;Helix Fossil
1017;Dome Fossil
1018;Ability Pill
1019;Spooky Candy
1020;Goodie Bag (2015)
1021;Bad Candy
1022;Big Robot Part
1023;Tiny Robot Part
1024;Xmas Present (2015)
1025;Donator Status Ticket - 7 DAYS
1026;Donator Status Ticket - 15 DAYS
1027;Donator Status Ticket - 30 DAYS
1028;Harvesting Tool
1029;Unbreakable Harvesting Tool
1030;Plain Spicy Seed
1031;Very Spicy Seed
1032;Plain Dry Seed
1033;Very Dry Seed
1034;Plain Sweet Seed
1035;Very Sweet Seed
1036;Plain Bitter Seed
1037;Very Bitter Seed
1038;Plain Sour Seed
1039;Very Sour Seed
1040;Exp. Reamplifier
1041;Lure
1042;Super Lure
1043;Expert Lure
1044;Premium Lure
1045;Premium Super Lure
1046;Premium Max Lure
1050;White Dye
1051;Black Dye
1052;Blue Dye
1053;Cyan Dye
1054;Teal Dye
1055;Green Dye
1056;Olive Dye
1057;Lime Dye
1058;Yellow Dye
1059;Orange Dye
1060;Brown Dye
1061;Red Dye
1062;Pink Dye
1063;Amethyst Dye
1064;Purple Dye
1065;Violet Dye
1090;Armor Fossil
1091;Skull Fossil
1100;PVP Mystery Box (Legacy)
1103;Genderswap Ticket
1106;{STRING_270600}
1107;{STRING_270601}
1108;{STRING_270602}
1109;{STRING_270603}
1110;{STRING_270604}
1111;{STRING_270612}
1112;{STRING_270600} Plus
1113;{STRING_270601} Plus
1114;{STRING_270602} Plus
1115;{STRING_270603} Plus
1116;{STRING_270604} Plus
1117;{STRING_270612} Plus
1118;{STRING_270611}
1119;Berry Powder
1120;PC Expansion Drive
1121;Unknown Item
1122;Goodie Bag (2016)
1123;Xmas Present (2016)
1124;Children's Present
1125;Ability Pill
1126;Xmas Present (2017)
1127;Goodie Bag (2018)
1128;Pumpking Goodie Bag (2018)
1129;Special Candy
1130;Xmas Present (2018)
1131;Santa's Present (2018)
1132;Rare Candy
1133;Cheri Berry
1134;Chesto Berry
1135;Pecha Berry
1136;Rawst Berry
1137;Aspear Berry
1138;Leppa Berry
1139;Oran Berry
1140;Persim Berry
1141;Lum Berry
1142;Sitrus Berry
1143;Figy Berry
1144;Wiki Berry
1145;Mago Berry
1146;Aguav Berry
1147;Iapapa Berry
1148;Razz Berry
1149;Bluk Berry
1150;Nanab Berry
1151;Wepear Berry
1152;Pinap Berry
1153;Pomeg Berry
1154;Kelpsy Berry
1155;Qualot Berry
1156;Hondew Berry
1157;Grepa Berry
1158;Tamato Berry
1159;Cornn Berry
1160;Magost Berry
1161;Rabuta Berry
1162;Nomel Berry
1163;Spelon Berry
1164;Pamtre Berry
1165;Watmel Berry
1166;Durin Berry
1167;Belue Berry
1168;Liechi Berry
1169;Ganlon Berry
1170;Salac Berry
1171;Petaya Berry
1172;Apicot Berry
1173;Lansat Berry
1174;Starf Berry
1175;Enigma Berry
1179;{STRING_110230} Ocarina
1180;{STRING_110015} Ocarina
1181;{STRING_110019} Ocarina
1182;{STRING_110057} Ocarina
1183;{STRING_110070} Ocarina
1184;{STRING_110148} Ocarina
1185;{STRING_110249} Ocarina
1186;{STRING_110127} Ocarina
1187;{STRING_110291} Ocarina
1188;{STRING_110431} Ocarina
1189;{STRING_110432} Ocarina
1190;100RP Reward Point Voucher
1191;500RP Reward Point Voucher
1192;1,000RP Reward Point Voucher
1193;{STRING_245231} (Small)
1194;Battle Box Expansion Drive
1195;{STRING_110250} Ocarina
1196;{STRING_110091} Ocarina
1197;{STRING_110100} Ocarina
1198;{STRING_110029} Ocarina
1199;Ocarina Bundle
1200;Occa Berry
1201;Passho Berry
1202;Wacan Berry
1203;Rindo Berry
1204;Yache Berry
1205;Chople Berry
1206;Kebia Berry
1207;Shuca Berry
1208;Coba Berry
1209;Payapa Berry
1210;Tanga Berry
1211;Charti Berry
1212;Kasib Berry
1213;Haban Berry
1214;Colbur Berry
1215;Babiri Berry
1216;Chilan Berry
1217;Micle Berry
1218;Custap Berry
1219;Jaboca Berry
1220;Rowap Berry
1225;Red Envelope (2019)
1226;Lucky Red Envelope (2019)
1227;Red Firework
1228;Purple Firework
1229;Yellow Firework
1230;Green Firework
1231;Mandarin
1232;Lucky Gold Coin
1233;Lucky Copper Coin
1234;Goodie Bag (2019)
1235;Pumpking Goodie Bag (2019)
1236;Broom Cookie
1237;Bat Cookie
1238;Pumpkin Cookie
1239;Ghost Cookie
1240;Cat Cookie
1241;Red Envelope (2020)
1242;Lucky Red Envelope (2020)
1243;Firecrackers
1244;Rat Token
1245;Broom
1246;Dragon Scale Blanket
1247;Dumplings
1248;Rare Candy
1249;Jump Stone
1250;Super HP Up
1251;Hyper HP Up
1252;Max HP Up
1253;Super Protein
1254;Hyper Protein
1255;Max Protein
1256;Super Iron
1257;Hyper Iron
1258;Max Iron
1259;Super Carbos
1260;Hyper Carbos
1261;Max Carbos
1262;Super Calcium
1263;Hyper Calcium
1264;Max Calcium
1265;Super Zinc
1266;Hyper Zinc
1267;Max Zinc
1270;Mysterious Gem Cluster
1271;The Mystery of Jumpeon
1272;Multi-Vitamin Pack
1273;Breeding Assistance Pack
1274;PVP Mystery Box
1275;Move Tool Pack
1276;Goodie Bag (2020)
1277;Pumpking Goodie Bag (2020)
1278;Xmas Present (2020)
1279;Santa's Present (2020)
1280;Evolution Charm
1281;Mooncake
1282;Strength Charm
1283;Red Envelope (2021)
1284;Lucky Red Envelope (2021)
1285;Goodie Bag (2021)
1286;Pumpking Goodie Bag (2021)
1287;Self-Destruct Button
1288;Repair Kit
1289;Xmas Present (2021)
1290;Santa's Present (2021)
1291;Red Envelope (2022)
1292;Lucky Red Envelope (2022)
1293;Ability Patch (Fire)
1294;Ability Patch (Grass)
1295;Ability Patch (Water)
1296;Ability Patch
1297;Battle Box Expansion Drive
1298;Pokémon
1299;Anniversary Medallion
1302;Hitodama Particle Effect
1303;Bats Particle Effect
1304;Ghosts Particle Effect
1305;The Eye Particle Effect
1306;Pumpking's Delight Particle Effect
1307;Rising Star Particle Effect
1308;Snowflake Particle Effect
1309;Present Particle Effect
1310;Paper Lantern Particle Effect
1311;Fireworks Particle Effect
1312;Pungent Stench Particle Effect
1313;Black Hole Particle Effect
1314;Witch's Haze Particle Effect
1315;Pumpkid's Treat Particle Effect
1316;Witch's Cat Particle Effect
1317;Pumpcat Particle Effect
1318;White Kitty Particle Effect
1319;Spinning Scythe Particle Effect
1320;Spider's Web Particle Effect
1321;Zombie Grip Particle Effect
1322;Zodiac Particle Effect
1323;Eerie Howl Particle Effect
1324;Graveyard Particle Effect
1325;King's Fall Particle Effect
1326;Red Dragon Particle Effect
1327;Anniversary Cake Particle Effect
1328;{STRING_250000} Friends Particle Effect
1329;Shiny {STRING_250000} Friends Particle Effect
1330;Menacing Spirit Particle Effect
1331;Shiny Menacing Spirit Particle Effect
1332;Xmas Decorations Particle Effect
1333;Spirit of Spring Particle Effect
1335;Phantom Particle Effect
1336;Shiny Phantom Particle Effect
1337;Dark Crystal Particle Effect
1338;Shiny Dark Crystal Particle Effect
1339;Lotus Field Particle Effect
1340;Blood Lotus Field Particle Effect
1400;{STRING_101120} (+25%)
1401;{STRING_101120} (+50%)
1402;{STRING_101120} (+100%)
1403;{STRING_101122} (+25%)
1404;{STRING_101122} (+50%)
1405;{STRING_101122} (+100%)
1406;{STRING_101124} (+25%)
1407;{STRING_101124} (+50%)
1408;{STRING_101124} (+100%)
1409;{STRING_101126} (+10%)
1410;{STRING_101126} (+15%)
1411;{STRING_101126} (+20%)
1412;{STRING_101128} (+75%)
1413;{STRING_101128} (+100%)
1414;{STRING_101128} (+150%)
1415;EXP Candy (XS)
1416;EXP Candy (S)
1417;EXP Candy (M)
1418;EXP Candy (L)
1419;EXP Candy (XL)
1420;Anniversary Chest
1421;Golden Anniversary Chest
1422;Prismatic Pearl
1423;Assault Gear
1424;Goodie Bag (2022)
1425;Pumpking Goodie Bag (2022)
1426;Reinforced Boots
1427;Mysterious {STRING_245004} (2022)
