3;3;0;180;755;105;128;13
3;3;0;149;778;110;0;13
3;3;0;180;776;105;128;13
3;3;0;164;751;105;128;13
3;3;0;167;788;105;128;13
3;3;0;145;751;105;128;13
3;3;0;179;766;105;128;13
3;3;0;168;776;110;0;13
3;3;0;141;751;105;128;13
3;3;0;140;788;105;128;13
3;3;0;129;736;0;128;15
3;3;0;128;736;0;128;15
3;3;0;128;758;109;0;4
3;3;0;128;759;109;0;4
3;4;0;3;11;101;0;2
3;5;0;4;14;0;0;0
3;6;0;8;12;101;0;2
3;6;0;2;10;106;0;7
3;6;0;14;10;106;0;11
3;7;0;2;10;106;0;7
3;7;0;8;2;110;0;13
3;8;0;3;12;101;0;2
3;8;0;16;12;101;0;2
3;8;0;6;3;94;0;9
3;9;0;15;3;95;0;5
3;9;0;6;3;94;0;9
3;10;0;15;3;95;0;5
3;11;0;9;18;101;0;2
3;11;0;14;4;95;0;5
3;11;0;18;3;105;128;13
3;12;0;7;3;94;0;9
3;12;0;14;3;95;0;5
3;12;0;3;2;110;0;13
3;12;0;18;2;105;128;13
3;13;0;7;3;94;0;9
3;13;0;14;3;95;0;5
3;13;0;5;2;110;0;13
3;13;0;2;2;110;0;13
3;13;0;18;2;105;128;13
3;14;0;7;3;94;0;9
3;14;0;18;2;105;128;13
3;15;0;3;13;101;0;2
3;16;0;8;10;101;0;2
3;17;0;8;10;101;0;2
3;18;0;3;6;101;0;2
3;19;0;11;12;101;0;2
3;19;0;15;3;95;0;5
3;20;0;8;3;94;0;9
3;20;0;0;0;0;128;15
3;21;0;8;3;94;0;9
3;21;0;15;3;0;0;1
3;22;0;8;3;94;0;9
3;23;0;9;11;0;0;0
3;24;0;11;12;101;0;2
3;24;0;15;3;95;0;5
3;25;0;8;3;94;0;9
3;25;0;0;0;0;128;15
3;26;0;8;3;94;0;9
3;26;0;15;3;0;0;1
3;27;0;8;3;94;0;9
3;28;0;13;18;101;0;2
3;28;0;16;4;103;0;0
3;28;0;20;4;103;0;0
3;29;0;7;11;101;0;2
3;30;0;11;12;101;0;2
3;30;0;15;3;95;0;5
3;31;0;5;8;0;0;2
3;32;0;5;8;0;0;2
3;33;0;39;731;105;128;13
3;33;0;58;722;105;128;13
3;33;0;53;740;105;128;13
3;33;0;37;718;105;128;13
3;33;0;54;748;105;128;13
3;33;0;58;713;105;128;13
3;33;0;39;748;105;128;13
3;33;0;63;754;108;0;8
3;33;0;63;755;108;0;8
3;33;0;53;732;105;128;13
3;33;0;38;740;105;128;13
3;34;0;3;11;101;0;2
3;35;0;16;27;101;0;2
3;36;0;8;12;101;0;2
3;36;0;2;10;106;0;7
3;36;0;14;10;106;0;11
3;37;0;2;10;106;0;7
3;37;0;8;2;110;0;13
3;38;0;11;11;101;0;2
3;38;0;11;4;95;0;5
3;39;0;4;4;94;0;9
3;39;0;11;4;95;0;5
3;40;0;4;3;94;0;9
3;41;0;4;8;101;0;2
3;42;0;4;8;101;0;2
3;43;0;4;8;101;0;2
3;44;0;4;8;101;0;2
3;45;0;282;756;105;128;13
3;45;0;303;756;105;128;13
3;45;0;285;746;105;128;13
3;45;0;271;746;105;128;13
3;45;0;273;756;105;128;13
3;45;0;293;752;105;128;13
3;45;0;305;747;110;0;13
3;45;0;312;764;105;128;13
3;45;0;278;746;105;128;13
3;45;0;307;772;105;128;13
3;45;0;258;749;109;0;4
3;45;0;300;795;111;0;6
3;45;0;301;795;111;0;2
3;45;0;302;795;111;0;2
3;45;0;303;795;111;0;2
3;45;0;304;795;111;0;10
3;46;0;3;11;101;0;2
3;47;0;5;24;101;0;2
3;48;0;8;12;101;0;2
3;48;0;2;10;106;0;7
3;48;0;14;10;106;0;11
3;49;0;2;10;106;0;7
3;49;0;8;2;110;0;13
3;50;0;11;12;101;0;2
3;50;0;15;3;95;0;5
3;51;0;8;3;94;0;9
3;51;0;1;1;0;128;15
3;52;0;8;3;94;0;9
3;52;0;15;3;95;0;5
3;53;0;8;3;94;0;9
3;54;0;11;12;101;0;2
3;54;0;15;3;95;0;5
3;55;0;8;3;94;0;9
3;55;0;1;1;0;128;15
3;56;0;8;3;94;0;9
3;56;0;15;3;95;0;5
3;57;0;8;3;94;0;9
