2;0;0;9;50;2;123;1;15;5;-1;-1;226;4
2;0;0;9;51;2;123;1;15;5;-1;-1;226;4
2;0;0;9;52;2;123;1;15;5;-1;-1;226;4
2;0;0;9;53;2;123;1;15;5;-1;-1;226;4
2;0;0;43;36;1;1;0;7;19;-1;-1;226;35
2;0;0;50;9;1;119;1;5;14;-1;-1;226;4
2;0;0;51;9;1;119;1;5;14;-1;-1;226;4
2;0;0;52;9;1;119;1;5;14;-1;-1;226;4
2;0;0;11;37;1;2;0;7;12;-1;-1;226;35
2;0;0;27;38;1;5;0;13;24;-1;-1;226;35
2;0;0;19;45;1;3;0;7;12;-1;-1;226;35
2;0;0;35;45;1;4;0;7;12;-1;-1;226;35
2;1;0;6;19;0;0;0;43;36;-1;-1;13;1
2;1;0;7;19;0;0;0;43;36;-1;-1;13;1
2;1;0;8;19;0;0;0;43;36;-1;-1;13;1
2;2;0;6;12;0;0;0;11;37;-1;-1;209;1
2;2;0;7;12;0;0;0;11;37;-1;-1;209;1
2;2;0;8;12;0;0;0;11;37;-1;-1;209;1
2;3;0;6;12;0;0;0;19;45;-1;-1;209;1
2;3;0;7;12;0;0;0;19;45;-1;-1;209;1
2;3;0;8;12;0;0;0;19;45;-1;-1;209;1
2;4;0;6;12;0;0;0;35;45;-1;-1;209;1
2;4;0;7;12;0;0;0;35;45;-1;-1;209;1
2;4;0;8;12;0;0;0;35;45;-1;-1;209;1
2;5;0;12;24;0;0;0;27;38;-1;-1;213;1
2;5;0;13;24;0;0;0;27;38;-1;-1;213;1
2;5;0;14;24;0;0;0;27;38;-1;-1;213;1
2;6;0;781;587;1;8;0;7;19;-1;-1;0;3
2;6;0;789;594;3;9;0;7;10;-1;-1;0;3
2;6;0;789;599;3;11;0;7;10;-1;-1;0;3
2;6;0;774;598;3;13;0;7;10;-1;-1;0;3
2;6;0;774;586;1;15;0;8;15;-1;-1;0;3
2;6;0;788;586;1;7;0;12;43;-1;-1;0;7
2;6;0;805;580;3;152;0;8;28;-1;-1;0;4
2;6;0;805;581;3;152;0;8;28;-1;-1;0;4
2;6;0;805;582;3;152;0;8;28;-1;-1;0;4
2;6;0;805;583;3;152;0;8;28;-1;-1;0;4
