2;16;0;637;599
2;154;0;592;599
2;191;0;178;454
2;62;0;406;469
2;412;0;760;301
2;113;0;184;197
2;61;1;787;731
2;96;0;187;414
2;230;0;687;153
2;235;0;298;757
2;114;1;675;204
2;191;0;178;454
2;0;0;43;39
2;137;0;0;0
2;73;1;371;431
2;191;0;178;454
2;137;0;32;46
2;191;0;178;454
2;16;0;637;599
2;137;0;30;51
2;6;0;781;589
2;205;0;180;147
2;141;1;796;659
2;154;0;592;599
2;16;0;637;599
2;96;0;187;414
2;113;0;184;197
2;107;0;108;306
2;107;0;108;306
2;62;0;406;469
2;62;0;406;469
2;205;0;180;147
2;113;0;184;197
2;147;0;395;748
2;120;0;425;174
2;96;0;187;414
2;120;0;425;174
2;96;0;187;414
2;96;0;187;414
2;62;0;406;469
2;16;0;637;599
2;107;0;108;306
2;16;0;637;599
2;6;0;781;589
2;62;0;406;469
2;96;0;187;414
2;107;0;108;306
2;113;0;184;197
2;120;0;425;174
2;147;0;395;748
2;141;1;796;659
2;150;1;660;186
2;156;1;760;301
2;62;0;406;469
2;30;0;13;0
2;30;0;13;0
2;36;0;0;-1
2;66;0;0;-1
2;209;0;0;0
2;36;0;0;-1
2;30;0;13;0
2;96;0;187;414
2;62;0;406;469
2;30;0;13;0
2;96;0;187;414
2;36;0;0;1
2;30;0;15;0
2;30;0;15;0
0;3;0;11;9
0;3;1;26;27
1;50;38;14;7
1;50;19;8;22
1;50;9;9;10
1;50;10;6;17
2;30;0;15;0
2;96;0;187;414
0;3;1;26;27
2;62;0;406;469
2;16;0;637;599
2;6;0;781;589
2;191;0;178;454
2;96;0;187;414
2;154;0;592;599
2;96;0;187;414
2;16;0;637;599
2;113;0;184;197
2;113;0;184;197
2;121;0;27;50
2;16;0;637;599
2;249;0;0;0
2;147;0;395;748
2;107;0;108;306
1;50;14;16;4
1;50;11;2;11
1;76;58;15;12
1;76;66;10;11
0;2;10;9;11
0;3;5;15;7
0;3;1;26;27
2;30;0;15;0
2;96;0;187;414
2;191;0;178;454
2;157;0;371;499
2;62;0;406;469
2;107;0;108;306
2;113;0;184;197
2;194;0;106;345
2;121;0;27;50
2;214;0;5;-2
2;137;0;31;51
2;240;0;801;289
2;65;1;750;566
2;70;1;430;595
2;73;1;371;431
2;75;1;152;404
2;81;1;111;266
2;63;1;756;648
2;89;1;203;183
2;16;0;637;599
2;16;0;637;599
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;16;0;637;599
2;107;0;108;306
2;0;0;9;50
2;120;0;425;174
2;113;0;184;197
2;154;0;592;599
2;194;0;106;345
2;147;0;395;748
2;113;0;184;197
2;96;0;187;414
2;96;0;187;414
2;107;0;108;306
2;133;1;782;750
2;16;0;637;599
2;30;0;15;0
2;96;0;187;414
2;16;0;637;599
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;113;0;184;197
0;3;3;22;20
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;16;0;637;599
2;154;0;592;599
2;107;0;108;306
2;30;0;15;0
2;30;0;15;0
2;154;0;592;599
2;154;0;592;599
2;154;0;592;599
2;30;0;15;0
2;30;0;15;0
2;154;0;592;599
2;107;0;108;306
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;154;0;592;599
2;30;0;15;0
2;107;0;108;306
2;30;0;15;0
2;96;0;187;414
2;0;0;9;50
2;61;1;787;731
2;30;0;15;0
2;30;0;15;0
2;62;0;406;469
2;30;0;15;0
2;30;0;15;0
2;36;0;0;1
2;28;2;0;0
2;66;0;10;-4
2;211;0;1;0
2;214;0;5;-2
2;242;0;4;0
2;84;1;15;8
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;96;0;187;414
2;96;0;187;414
2;30;0;15;0
2;96;0;187;414
2;30;0;15;0
2;30;0;15;0
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;30;0;15;0
2;96;0;187;414
2;30;0;15;0
2;30;0;15;0
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;30;0;15;0
2;73;1;371;431
2;141;1;796;659
2;249;0;0;0
2;70;1;430;595
2;65;1;750;566
2;73;1;371;431
2;65;1;750;566
2;154;0;592;599
2;198;0;145;210
2;96;0;187;414
2;96;0;187;414
2;96;0;187;414
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;96;0;187;414
2;30;0;15;0
2;96;0;187;414
0;3;3;22;20
2;96;0;187;414
2;30;0;15;0
2;30;0;15;0
2;62;0;406;469
2;30;0;15;0
2;96;0;187;414
2;62;0;406;469
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
1;50;9;9;10
2;30;0;15;0
0;3;1;26;27
0;3;0;11;9
2;16;0;637;599
0;3;0;11;9
2;30;0;15;0
2;30;0;15;0
0;3;0;11;9
2;30;0;15;0
2;96;0;187;414
0;3;0;11;9
2;154;0;592;599
2;154;0;592;599
2;113;0;184;197
0;3;0;11;9
1;50;9;9;10
1;50;1;19;20
0;3;1;26;27
2;113;0;184;197
2;205;0;180;147
0;3;1;26;27
2;16;0;637;599
2;30;0;15;0
0;3;0;11;9
2;96;0;187;414
0;3;0;11;9
2;107;0;108;306
2;30;0;15;0
2;16;0;637;599
2;198;0;145;210
2;154;0;592;599
2;30;0;15;0
2;30;0;15;0
0;3;0;11;9
2;16;0;637;599
2;30;0;15;0
2;30;0;15;0
2;6;0;781;589
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;96;0;187;414
2;107;0;108;306
2;154;0;592;599
2;36;0;0;1
2;121;0;27;50
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;30;0;15;0
2;96;0;187;414
2;30;0;15;0
2;30;0;15;0
2;36;0;0;1
2;28;0;2;7
2;194;0;106;345
2;205;0;180;147
2;241;0;4;0
2;214;0;5;-2
2;191;0;178;454
2;198;0;145;210
2;62;0;406;469
2;133;1;782;750
2;39;1;10;51
2;39;1;10;51
2;240;0;801;289
2;141;1;796;659
2;154;0;592;599
2;114;0;17;63
2;28;0;2;7
2;66;0;10;-4
2;83;1;17;22
2;82;1;16;28
2;30;0;15;0
2;85;1;16;20
2;30;0;15;0
2;39;1;10;51
2;30;0;15;0
2;28;0;2;7
2;36;0;0;1
2;36;0;0;1
2;28;0;2;7
2;36;0;0;1
0;3;0;11;9
2;36;0;0;1
2;16;0;637;599
2;30;0;15;0
2;28;0;2;7
0;3;0;11;9
0;3;1;26;27
4;60;0;695;397
4;75;0;187;370
4;78;0;397;184
3;65;0;305;531
3;120;0;600;816
3;45;0;303;757
3;244;0;15;78
3;172;0;847;560
3;201;1;802;473
1;74;11;11;35
10;1;0;28;64
0;1;63;36;17
0;3;45;14;112
3;100;1;563;688
3;165;0;379;234
4;76;0;352;369
1;50;38;14;7
1;50;19;8;22
3;5;1;15;14
2;229;0;5;9
2;79;1;16;27
2;156;0;15;23
3;100;1;563;688
1;50;9;9;10
1;50;0;20;17
2;238;0;725;715
2;150;1;660;186
2;30;0;15;0
2;28;0;2;7
2;36;0;0;1
2;107;0;108;306
2;62;0;406;469
2;209;0;1;0
2;214;0;5;-2
2;156;1;760;301
2;214;0;5;-2
2;137;0;31;51
2;137;0;31;51
2;36;0;0;1
2;36;0;0;1
2;28;0;2;7
4;76;0;352;369
3;186;1;472;539
0;3;0;11;9
1;50;3;16;39
4;60;0;695;397
4;174;0;82;303
3;186;1;472;539
4;76;0;352;369
1;50;3;16;39
4;60;0;695;397
4;76;0;352;369
4;67;0;564;392
4;67;0;564;392
0;3;0;11;9
0;3;0;11;9
0;3;0;11;9
0;3;4;6;6
0;3;1;26;27
0;3;2;17;26
0;3;13;21;8
1;50;4;5;7
2;28;0;2;7
2;36;0;0;1
2;198;0;145;210
4;67;0;564;392
4;76;0;352;369
0;3;0;11;9
2;28;0;2;7
2;28;0;2;7
2;28;0;2;7
2;36;0;0;1
4;76;0;352;369
0;3;0;11;9
0;3;17;12;4
0;3;6;48;12
4;60;0;695;397
4;60;0;695;397
4;60;0;695;397
4;89;0;674;177
3;186;1;472;539
4;49;0;1033;364
4;51;0;1048;107
4;56;0;1209;440
4;53;0;1418;235
4;52;0;1309;132
10;1;0;28;64
2;156;0;15;23
2;98;1;13;26
2;240;0;773;302
2;206;0;21;51
2;182;0;16;27
0;3;23;24;2
0;1;63;36;17
0;3;45;14;112
4;151;0;131;369
1;76;14;38;57
2;112;1;624;185
3;3;0;180;777
2;28;0;2;7
2;28;0;2;7
2;36;0;0;1
2;30;0;15;0
1;50;9;9;10
1;50;0;20;17
0;3;4;6;6
3;150;0;860;785
3;86;0;465;698
4;60;0;695;397
4;76;0;352;369
3;86;0;465;698
3;244;0;4;37
3;244;0;4;37
4;76;0;352;369
4;49;0;1033;364
0;3;0;11;9
0;3;10;33;31
0;3;0;11;9
0;3;0;11;9
0;3;7;25;32
0;3;10;33;31
3;65;0;305;531
2;107;0;108;306
4;75;0;187;370
0;3;0;11;9
4;77;0;272;258
3;186;1;472;539
0;3;0;11;9
4;53;0;1418;235
0;3;1;26;27
0;3;5;15;7
0;3;5;15;7
0;3;2;17;26
1;50;3;16;39
2;28;0;2;7
2;0;0;9;50
2;96;0;187;414
2;36;0;0;1
2;154;0;592;599
4;76;0;352;369
4;73;0;497;272
3;65;0;305;531
10;1;0;28;64
4;49;0;1033;364
4;54;0;1297;295
4;57;0;1039;503
4;49;0;1033;364
4;55;0;1231;238
0;3;6;48;12
4;55;0;1231;238
4;56;0;1209;440
4;52;0;1309;132
0;3;13;21;8
0;3;0;11;9
0;3;5;15;7
2;30;0;15;0
2;150;1;660;186
4;54;0;1297;295
10;1;0;28;64
0;3;0;11;9
0;3;1;26;27
0;3;0;11;9
4;60;0;695;397
3;65;0;305;531
0;3;0;11;9
0;3;5;15;7
0;3;0;11;9
0;3;4;6;6
4;60;0;695;397
4;67;0;564;392
0;3;0;11;9
4;60;0;695;397
0;3;1;26;27
0;3;0;11;9
4;60;0;695;397
4;60;0;695;397
4;60;0;695;397
4;60;0;695;397
4;76;0;352;369
4;36;0;468;419
4;51;0;1048;107
0;3;0;11;9
4;60;0;695;397
0;3;0;11;9
4;60;0;695;397
4;76;0;352;369
4;76;0;352;369
2;30;0;15;0
2;28;0;2;7
4;60;0;695;397
4;67;0;564;392
4;75;0;187;370
0;3;0;11;9
4;75;0;187;370
2;28;0;2;7
2;28;0;2;7
2;28;0;2;7
2;28;0;2;7
2;28;0;2;7
2;28;0;2;7
2;36;0;0;1
2;36;0;0;1
2;30;0;15;0
2;30;0;15;0
2;36;0;0;1
2;30;0;15;0
2;36;0;0;1
2;36;0;0;1
2;36;0;0;1
0;3;0;11;9
0;3;4;6;6
1;50;5;24;15
0;3;0;11;9
0;3;2;17;26
0;3;0;11;9
0;3;4;6;6
0;3;5;15;7
2;150;1;660;186
2;121;0;27;50
2;214;0;5;-2
2;214;0;5;-2
2;84;1;15;8
2;85;1;16;20
2;82;1;16;28
2;83;1;17;22
0;3;1;26;27
0;3;2;17;26
0;3;2;17;26
0;3;2;17;26
0;3;1;26;27
0;3;0;11;9
0;3;1;26;27
0;3;0;11;9
0;3;1;26;27
0;3;2;17;26
0;3;1;26;27
0;3;1;26;27
0;3;0;11;9
0;3;2;17;26
0;3;1;26;27
0;3;2;17;26
0;3;0;11;9
0;3;0;11;9
0;3;1;26;27
0;3;0;11;9
0;3;1;26;27
0;3;2;17;26
0;3;1;26;27
0;3;1;26;27
0;3;1;26;27
0;3;1;26;27
0;3;0;11;9
0;3;1;26;27
0;3;2;17;26
0;3;10;33;31
0;3;6;48;12
0;3;7;25;32
0;3;0;11;9
0;3;1;26;27
0;3;2;17;26
0;3;3;22;20
1;50;0;20;17
1;50;3;16;39
0;3;2;17;26
0;3;1;26;27
0;3;0;11;9
1;50;8;18;6
1;50;0;20;17
0;3;15;18;21
0;3;1;26;27
0;3;13;21;8
0;3;15;18;21
0;3;3;22;20
0;3;3;22;20
0;3;28;7;42
0;3;1;26;27
0;3;2;17;26
0;3;5;15;7
0;3;5;15;7
0;3;9;11;7
2;154;0;592;599
2;154;0;592;599
2;157;0;371;499
2;154;0;592;599
4;60;0;695;397
0;3;0;11;9
2;154;0;592;599
0;3;4;6;6
0;3;1;26;27
0;3;4;6;6
0;3;5;15;7
0;3;4;6;6
0;3;12;14;6
4;75;0;187;370
4;89;0;674;177
2;30;0;15;0
0;3;12;14;6
0;3;2;17;26
0;3;5;15;7
0;3;5;15;7
0;3;5;15;7
0;3;5;15;7
0;3;5;15;7
0;3;3;22;20
0;3;3;22;20
