# area;areaIdx;header | point;area;id;x;y;z | line;area;id;fromPoint;toPoint;mode;length;width | cell;area;line;x;y;plane0;plane1 (blocked cells only)
area;0;36
point;0;0;19.500;0.000;23.500
point;0;1;25.000;0.000;14.000
point;0;2;30.000;0.250;5.750
line;0;0;1;0;3;11;15
cell;0;0;0;-7;1;129
cell;0;0;0;-6;1;129
cell;0;0;0;-5;1;129
cell;0;0;0;-4;1;129
cell;0;0;0;5;1;129
cell;0;0;0;6;1;129
cell;0;0;0;7;1;129
cell;0;0;1;-7;1;129
cell;0;0;1;-6;1;129
cell;0;0;1;-5;1;129
cell;0;0;1;-4;1;129
cell;0;0;1;5;1;129
cell;0;0;1;6;1;129
cell;0;0;1;7;1;129
cell;0;0;2;-7;1;129
cell;0;0;2;-6;1;129
cell;0;0;2;-5;1;129
cell;0;0;2;-4;1;129
cell;0;0;2;5;1;129
cell;0;0;2;6;1;129
cell;0;0;2;7;1;129
cell;0;0;3;-7;1;129
cell;0;0;3;-6;1;129
cell;0;0;3;-5;1;129
cell;0;0;3;-4;1;129
cell;0;0;3;5;1;129
cell;0;0;3;6;1;129
cell;0;0;3;7;1;129
cell;0;0;4;-7;1;129
cell;0;0;4;-6;1;129
cell;0;0;4;-5;1;129
cell;0;0;4;-4;1;129
cell;0;0;4;5;1;129
cell;0;0;4;6;1;129
cell;0;0;4;7;1;129
cell;0;0;5;-7;1;129
cell;0;0;5;-6;1;129
cell;0;0;5;-5;1;129
cell;0;0;5;-4;1;129
cell;0;0;5;5;1;129
cell;0;0;5;6;1;129
cell;0;0;5;7;1;129
cell;0;0;6;-7;1;129
cell;0;0;6;-6;1;129
cell;0;0;6;-5;1;129
cell;0;0;6;-4;1;129
cell;0;0;6;5;1;129
cell;0;0;6;6;1;129
cell;0;0;6;7;1;129
cell;0;0;7;-7;1;129
cell;0;0;7;-6;1;129
cell;0;0;7;-5;1;129
cell;0;0;7;-4;1;129
cell;0;0;7;5;1;129
cell;0;0;7;6;1;129
cell;0;0;7;7;1;129
cell;0;0;8;-7;1;129
cell;0;0;8;-6;1;129
cell;0;0;8;-5;1;129
cell;0;0;8;-4;1;129
cell;0;0;8;-3;1;129
cell;0;0;8;4;1;129
cell;0;0;8;5;1;129
cell;0;0;8;6;1;129
cell;0;0;8;7;1;129
cell;0;0;9;-7;1;129
cell;0;0;9;-6;1;129
cell;0;0;9;-5;1;129
cell;0;0;9;-4;1;129
cell;0;0;9;4;1;129
cell;0;0;9;5;1;129
cell;0;0;9;6;1;129
cell;0;0;9;7;1;129
cell;0;0;10;-7;1;129
cell;0;0;10;-6;1;129
cell;0;0;10;-5;1;129
